SNES_Name,Absorbs,Attack,Attack_Visual,Control,Defense,Drops,Exp,Elemental_Immunity,Evasion,Gil,HP,ID,Imp_Criticals,Inherent_Status,Level,Location,MP,MP_Kill,Magic_Attack,Magic_Defense,Magic_Evasion,Metamorphose,Other_Immunity,Rage,Run_Difficulty,Sketch,Special_Attack,Speed,Status_Immunity,Steal,Type,Vulnerable_to,Weak_Against,Boss,iOS,Dragon_Den
Rizopas,Water,14,Fist,"Attack, Bite",110,Remedy (Always),0,None,0,0,775,285,No,Float,13,Baren Falls,39,No,3,175,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Bite (1/4)",Bite (150% damage),40,"Zombie, Poison, Invisible, Imp, Petrify, Death, Doom Silence",None,N/A,"Darkness, MagiTek, Critical, Image, Berserk, Confusion, Sap Sleep, Slow, Stop",Lightning,1,0,0
RightBlade,Ice,20,Ice Rod,"Attack, Rapier",120,None,0,None,0,0,400,294,No,None,21,Magitek Research Facility (Mine Cart; Part of Boss),150,No,5,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Rapier (1/4)",Rapier (150% damage),30,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Image Silence, Berserk, Confusion, Sap, Sleep",Ether (1/8),N/A,"Petrify, Death, Doom, Critical, Slow, Stop",None,1,0,0
Mind Candy,None,14,Ice Rod,"Attack, Sleepsting, Sleep",105,Gold Needle (1/8),128,None,0,168,290,60,No,Float,15,Forest near Kohlingen,100,No,10,165,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Sleepsting,Easy,"Attack (3/4), Sleepsting (1/4)",Sleepsting (inflicts 'Sleep'),30,"Imp, Sleep","Gold Needle (7/8), Potion (1/8)",N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Slow, Stop","Fire, Wind",0,0,0
Osprey,None,12,Dragon Claws,"Attack, Beak, Shamshir",105,Echo Screen (1/8),249,None,0,596,850,122,No,Float,26,West-Side of Southern Continent (Wasteland) [WoR],100,No,10,120,0,"Tent, Phoenix Down, Teleport Stone, Holy Water (128/256)",Meteor Strike,Shamshir,Easy,"Shamshir (3/4), Beak (1/4)",Beak (inflicts 'Petrify'),25,"Imp, Petrify, Doom, Critical, Silence, Sleep",None,N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Death, Image Berserk, Confusion, Sap, Slow, Stop",Ice,0,0,0
Samurai,None,13,Kiku-ichimonji,"Attack, Flare, Death, Hastega",10,None,1545,None,0,791,3000,205,Yes,None,40,Cyan's Dream/Dreamscape (Phantom Train/Doma Castle) [WoR] Ancient Castle (outside) [WoR],500,No,10,20,0,"Potion, Potion, Potion, Genji Glove (32/256)",None,Lullaby,Easy,"Death (3/4), Flare (1/4)",Slay (inflicts 'Death'),20,"Zombie, Imp, Petrify, Death, Doom, Image, Silence Berserk, Confusion",None,Humanoid,"Darkness, Poison, MagiTek, Invisible, Critical, Sap, Sleep Slow, Stop",Poison,0,0,0
KatanaSoul,None,25,Kiku-ichimonji,"Attack, Assassin Blade",115,Master's Scroll (Always),0,None,20,30000,37620,329,No,None,61,Ancient Castle (West of Entrance) [WoR],7400,No,11,175,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Easy,"Attack (3/4), Assassin Blade (1/4)",Assassin Blade (inflicts 'Death'),75,"Zombie, MagiTek, Invisible, Imp, Petrify, Death, Doom Critical, Silence, Berserk, Sleep, Slow, Stop","Murasame (7/8), Murakumo (1/8)",Humanoid,"Darkness, Poison, Image, Confusion, Sap",Poison,1,0,0
Sand Ray,None,20,Fist,"Attack, Tail",110,Antidote (1/8),41,None,0,54,67,9,No,None,6,Desert [WoB],10,No,10,145,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Tail,Easy,"Attack (3/4), Tail (1/4)",Tail (150% damage),30,None,Antidote (Always),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop","Ice, Water",0,0,0
Sand Horse,None,15,Fist,"Attack, Clamp, Sandstorm",135,None,475,None,0,726,1025,130,No,None,27,Figaro Continent (Desert) [WoR],100,Yes,9,155,0,"Tent, Phoenix Down, Teleport Stone, Holy Water (64/256)",None,Sandstorm,Easy,"Sandstorm (3/4), Clamp (1/4)",Clamp (500% damage),30,"Darkness, Imp, Petrify, Death, Doom, Silence, Berserk Confusion, Sleep",Hi-Potion (7/8),N/A,"Zombie, Poison, MagiTek, Invisible, Critical, Image, Sap Slow, Stop","Ice, Water",0,0,0
Telstar,None,20,Dragon Claws,"Attack, Magitek Laser, Fireball",120,Green Beret (Always),0,None,0,0,1800,39,No,Float,14,Imperial Camp (Monster-in-a-Box),250,No,13,150,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (32/256)","Meteor Strike, Control",Sonic Boom,Can't Run Away,"Magitek Laser (3/4), Launcher (1/4)",Supersonic Wave (inflicts 'Confusion'),35,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep",X-Potion (1/8),N/A,"Slow, Stop","Lightning, Water",0,0,0
Sky Cap,None,13,Fist,"Attack, Anchor, Magitek Laser",105,None,1253,None,0,441,3262,209,No,Float,40,Cyan's Dream/Dreamscape (Cave) [WoR],200,No,8,150,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (128/256)",Meteor Strike,Mega Berserk,Easy,"Atomic Rays (3/4), Anchor (1/4)",Anchor (inflicts 'Sap'),35,"Zombie, Poison, MagiTek, Imp, Petrify, Sap",None,N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Wind, Water",0,0,0
Scorpion,None,10,Ice Rod,"Attack, Lethal Sting",5,Potion (1/8),199,None,0,336,290,125,No,None,26,Tzen (Crumbling House) [WoR],19,No,9,215,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Poison,Easy,"Attack (3/4), Lethal Sting (1/4)",Lethal Sting (inflicts 'Doom'),20,"Darkness, Imp, Petrify, Critical, Silence, Berserk, Confusion Sleep",Potion (Always),N/A,"Zombie, Poison, MagiTek, Invisible, Death, Doom, Image Sap, Slow, Stop",None,0,0,0
Sea Flower,"Fire, Water",13,Rune Blade,"Attack, Tentacle",135,Phoenix Down (1/8),1315,None,0,670,4200,166,No,None,47,Phoenix Cave (Downstairs; Lava floors) [WoR],200,No,10,100,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Sleep,Easy,"Attack (3/4), Tentacle (1/4)",Tentacle (inflicts 'Poison'),30,"Darkness, Poison, Imp, Silence, Berserk, Confusion, Sleep",Phoenix Down (1/8),N/A,"Zombie, MagiTek, Invisible, Petrify, Death, Doom, Critical Image, Sap, Slow, Stop","Ice, Lightning",0,0,0
Commando,None,13,Rune Blade,"Attack, Program 65, Shell",210,Tent (1/8),252,None,0,273,580,76,No,None,18,Imperial Observation Post (Walking Soldier) Vector (Confront a soldier walking around) Magitek Research Facility (1st & 2nd Room; While escaping from Magitek Research Facility) Vector (While talking to 24 Soldiers before Banquet),35,No,10,145,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Reflect,Easy,"Attack (3/4), Program 65 (1/4)",Program 65 (inflicts 'Silence'),30,"Zombie, Poison, MagiTek, Imp, Petrify, Sap","Tent (7/8), Mythril Vest (1/8)",Humanoid,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Water",0,0,0
Karkass,Poison,13,Fist,"Attack, Break, Thundaga, Flare",105,None,1399,None,0,826,3850,202,No,Float,43,Zone Eater's Belly (Everywhere EXCEPT Gogo's Room) [WoR],185,Yes,10,155,0,"Remedy, Remedy, Remedy, Remedy (128/256)",Meteor Strike,Thundaga,Easy,"Thundaga (3/4), Break (1/4)",Figaro Malt (inflicts 'Imp'),33,"Darkness, Imp, Death, Doom, Critical, Berserk, Confusion Sleep","Mythril Sword (7/8), Soul Sabre (1/8)",Undead,"Zombie, Poison, MagiTek, Invisible, Petrify, Image, Silence Sap, Slow, Stop","Fire, Holy",0,0,0
Shiva,Ice,15,Fist,"Attack, Hit",200,None,0,"Lightning, Poison, Wind, Holy, Earth, Water",20,0,3000,291,No,None,21,Magitek Research Facility,500,No,7,110,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Control",None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (150% damage),35,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Stop",None,N/A,"Darkness, Slow",Fire,1,0,0
Short Arm,None,50,Fist,"Attack, Razor Gale",115,None,0,None,10,0,27000,356,No,None,73,Kefka's Tower (Final Battle; 1st Tier) [WoR],10000,No,10,155,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Sketch, Control",None,Can't Run Away,"Attack (3/4), Razor Gale (1/4)",Razor Gale (150% damage),37,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Confusion, Sleep, Stop",Elixir (7/8),N/A,"Silence, Berserk, Sap, Slow",Water,1,0,0
Siegfried,None,1,Kiku-ichimonji,"Attack, Hit",50,Green Cherry (Always),0,None,0,1,100,48,No,None,7,Phantom Train (Approach the chest in the cart after the dining car),5,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Control",None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (150% damage),30,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep",None,N/A,"Slow, Stop",None,1,0,0
Siegfried,None,53,Fist,"Attack, Hyperdrive, Metal Cutter, Attack",160,None,0,None,25,0,32760,238,Yes,Protect,53,Coliseum (Wager a Megalixir) [WoR],6000,No,25,150,25,"Cursed Ring, Cursed Ring, Thornlet, Lich Ring (32/256)",None,Flare,Easy,Attack (Always),Bare Knuckles (500% damage),90,"Petrify, Death, Doom",None,Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Critical Image, Silence, Berserk, Confusion, Sap, Sleep, Slow Stop","Fire, Ice, Lightning, Poison, Wind, Holy, Earth, Water",0,0,0
Lobo,None,20,Dragon Claws,"Attack, Chomp",80,Potion (1/8),37,None,0,30,27,2,No,None,5,"Narshe (Biggs, Wedge, Terra raid) [WoB]",5,No,3,120,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",None,Chomp,Can't Run Away,"Attack (3/4), Chomp (1/4)",Chomp (150% damage),35,None,Potion (Always),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Fire,0,0,0
Osteosaur,Poison,45,Dragon Claws,"Attack, Moldy Bone",115,Holy Water (7/8),770,None,0,542,1584,147,No,None,30,Darill's Tomb (B1F) [WoR],143,Yes,10,155,0,"Remedy, Remedy, Remedy, Remedy (32/256)",None,Banish,Easy,"Attack (3/4), Moldy Bone (1/4)",Moldy Bone (inflicts 'Zombie'),33,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",Remedy (1/8),Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop","Fire, Holy",0,0,0
Skull Drgn,Poison,15,Partisan,"Attack, Hit",140,Muscle Belt (Always),0,None,0,0,32800,343,No,None,62,Kefka's Tower (3rd Party; After extending stairs for 1st Party) [WoR],1999,Yes,10,120,0,"Crystal Sword, Crystal Shield, Crystal Helm, Crystal Mail (32/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Rasp (1/4)",Hit (unblockable; effect unknown),57,"Darkness, Zombie, Poison, Invisible, Imp, Petrify, Death Critical, Silence, Berserk, Confusion, Sap, Sleep, Slow Stop",None,N/A,"MagiTek, Doom, Image","Fire, Holy",1,0,0
Sky Armor,None,16,Kiku-ichimonji,"Attack, Reverse Thruster, Magitek Laser",150,None,350,None,0,400,900,104,No,Float,24,Airship (During flight to Floating Continent),170,No,7,120,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (32/256)",Meteor Strike,Magitek Laser,Can't Run Away,"Magitek Laser (3/4), Reverse Thruster (1/4)",Reverse Thruster (inflicts 'Silence'),30,"Zombie, Poison, MagiTek, Imp, Petrify, Sap",Ether (7/8),N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Wind",0,0,0
Hoover,None,54,Fist,"Attack, Crush, Sandstorm, Quake",130,None,7524,None,30,10000,12018,175,No,None,49,Desert south of Maranda [WoR],10500,No,22,60,0,"Potion, Potion, Potion, Elixir (32/256)",Meteor Strike,Sandstorm,Hard,"Sandstorm (3/4), Crush (1/4)",Crush (500% damage),54,"Imp, Petrify, Sleep",Remedy (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Death, Doom Critical, Image, Silence, Berserk, Confusion, Sap, Slow Stop","Ice, Water",0,0,0
Grunt,None,11,Rune Blade,"Attack, Hit",50,Potion (1/8),0,None,0,48,100,16,No,None,12,Imperial Camp,10,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",None,None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (150% damage),35,None,Potion (7/8),Humanoid,None,None,0,0,0
Slatter,None,13,Dragon Claws,"Attack, Choke",125,Teleport Stone (1/8),830,None,20,415,2600,233,Yes,None,37,Ebot's Rock (Everywhere EXCEPT in Rooms with Coral Chests) [WoR],97,No,10,145,10,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (128/256)",None,Cave In,Easy,"Shamshir (3/4), Choke (1/4)",Choke (150% damage),35,"Petrify, Death, Doom, Critical, Silence",Teleport Stone (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Image Berserk, Confusion, Sap, Sleep, Slow, Stop",Holy,0,0,0
SoulSaver,"Fire, Holy",50,Ice Rod,"Attack, Magic Drain",150,None,0,None,0,0,3066,327,No,None,41,Cyan's Dream/Dreamscape (Doma Castle) [WoR],566,No,3,175,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Magic Drain (1/4)",Magic Drain (steals MP),15,"Poison, Invisible, Imp, Silence, Sap, Sleep, Stop",None,Humanoid,"Darkness, Zombie, MagiTek, Petrify, Death, Doom, Critical Image, Berserk, Confusion, Slow",Ice,1,0,0
Spectre,Poison,1,Ice Rod,"Attack, Thunder, Fire, Blizzard",0,Potion (1/8),220,None,0,138,235,4,No,None,13,"Terra/Edgar/Bannon Scenario In Mog's cave if you pick the wrong route and mess up on the stars, you have a 25% chance of encountering these enemies Anytime after the Imperial raid on Narsche (You can return to this cave and mess up the puzzle again)",120,No,8,160,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Fire,Easy,"Fire (3/4), Thunder (1/4)",Rod (150% damage),35,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep","Potion (7/8), Ice Rod (1/8)","Humanoid, Undead",None,"Fire, Holy",0,0,0
Spit Fire,None,17,Trident,"Attack, Propeller, Magitek Laser, Scintillation",155,Ether (1/8),550,None,0,300,1400,105,No,None,25,Airship (During flight to Floating Continent),180,No,4,130,0,"Golden Spear, Golden Shield, Golden Helm, Golden Armor (64/256)",Meteor Strike,Magitek Laser,Can't Run Away,"Magitek Laser (3/4), Propeller (1/4)",Propeller (150% damage),35,"Zombie, Poison, MagiTek, Imp, Petrify, Sap, Slow Stop","Ether (7/8), Elixir (1/8)",N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep","Lightning, Wind",0,0,0
Sprinter,None,13,Ice Rod,"Attack, Osmose Beak, Cyclonic",100,Reed Cloak (1/8),2293,None,0,1420,4500,178,No,None,53,South-Western Continent (Wasteland) [WoR] Northern-Middle Continent (Grass) [WoR] North-Eastern Continent (Grass) [WoR],350,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Aero,Easy,"Aero (3/4), Osmose Beak (1/4)",Osmose Beak (steals MP),55,"Darkness, Poison, Imp, Petrify, Critical, Slow, Stop",None,N/A,"Zombie, MagiTek, Invisible, Death, Doom, Image, Silence Berserk, Confusion, Sap, Sleep",Lightning,0,0,0
Vaporite,Lightning,13,Fist,"Attack, Slow",95,Potion (1/8),23,None,0,29,15,5,No,Float,5,"Narshe Mines (Biggs/Wedge/Terra raid OR Terra/Edgar/Bannon Scenario) [WoB] Base of Mt. Kolts (After you defeat Vargas, go through the cave and find Spritzer on the final slope) [WoB]",0,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Blaze,Easy,"Attack (3/4), Slow (1/4)",Cling (inflicts 'Slow'),30,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",Potion (Always),Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop","Fire, Holy",0,0,0
Still Life,None,13,Fist,"Attack, Poison Kiss, Lullaby, Doom",150,None,2331,None,0,1574,4889,158,No,None,37,Owzer's Mansion [WoR],390,Yes,10,150,0,"Potion, Potion, Potion, Elixir (32/256)",Meteor Strike,Lullaby,Can't Run Away,"Lullaby (3/4), Poison Kiss (1/4)",Poison Kiss (inflicts 'Poison'),45,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Fake Mustache (1/8),N/A,Nothing,Fire,0,0,0
Storm Drgn,Wind,13,Dragon Claws,"Attack, Wing Sabre",110,Force Armor (Always),0,None,0,0,42000,341,No,Float,74,"Mt. Zozo (Step on tile to open chest, releasing Storm Dragon) [WoR]",1250,No,9,150,0,"Crystal Sword, Crystal Shield, Crystal Helm, Crystal Mail (32/256)","Meteor Strike, Control",None,Can't Run Away,"Aero (3/4), White Wind (1/4)",Wing Sabre (300% damage),65,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Silence, Berserk, Confusion, Sleep, Slow Stop",None,N/A,"Darkness, Image, Sap",Lightning,1,0,0
Stray Cat,None,9,Fist,"Attack, Cat Scratch",10,Potion (1/8),42,None,0,90,156,32,No,None,10,Overworld (Sabin's Scenario) [Forest] [WoB] Overworld (Area West of Veldt) [Grass],30,No,10,135,0,"Potion, Potion, Potion, Tintinnabulum (32/256)",None,Cat Scratch,Easy,"Blaster (3/4), Cat Scratch (1/4)",Cat Scratch (400% damage),30,None,Hi-Potion (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",None,0,0,0
Sewer Rat,Poison,13,Fist,"Attack, Incisors",110,None,108,None,0,156,299,66,No,None,16,Opera House (While trying to stop Ultros),20,No,10,160,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",None,Incisors,Can't Run Away,"Attack (3/4), Incisors (1/4)",Incisors (150% damage),30,None,Hi-Potion (7/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Fire,0,0,0
Suriander,None,13,Fist,"Attack, Yawn, Aqua Breath",105,None,1150,None,0,435,2912,207,No,None,40,Cyan's Dream/Dreamscape (Phantom Train/Doma Castle) [WoR] Ancient Castle (outside) [WoR],228,No,10,155,0,"Tent, Phoenix Down, Teleport Stone, Holy Water (64/256)",None,Aqua Breath,Easy,"Aqua Breath (3/4), Yawn (1/4)",Yawn (inflicts 'Sleep'),30,"Zombie, MagiTek, Invisible, Imp, Death, Doom, Berserk Confusion, Slow, Stop",None,N/A,"Darkness, Poison, Petrify, Critical, Image, Silence, Sap Sleep",Holy,0,0,0
Templar,None,16,Trident,"Attack, Axe",50,Hi-Potion (1/8),0,None,0,96,205,38,No,Protect,11,Imperial Camp (After Kefka runs away and sends soldiers after you),50,No,10,150,0,"Tent, Phoenix Down, Teleport Stone, Holy Water (128/256)",None,Fira,Can't Run Away,"Attack (3/4), Axe (1/4)",Axe (200% damage),30,None,Potion (Always),Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Poison,0,0,0
Tentacle,"Ice, Water",13,Magical Brush,"Attack, Stun",102,None,0,None,0,0,6000,312,No,None,32,Figaro Castle (Engine Room) [WoR],700,No,8,153,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Stun (1/4)",Stun (inflicts 'Slow'),30,"Zombie, MagiTek, Invisible, Imp, Petrify, Critical, Silence Berserk, Confusion, Sleep, Stop",None,N/A,"Darkness, Poison, Death, Doom, Image, Sap, Slow",Fire,1,0,0
Tentacle,Fire,13,Magical Brush,"Attack, Stun",102,None,0,None,0,0,7000,310,No,None,31,Figaro Castle (Engine Room) [WoR],800,No,8,153,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Stun (1/4)",Stun (inflicts 'Slow'),25,"Zombie, MagiTek, Invisible, Imp, Death, Doom, Critical Berserk, Confusion, Sap, Stop",None,N/A,"Darkness, Poison, Petrify, Image, Silence, Sleep, Slow","Ice, Water",1,0,0
Tentacle,"Earth, Water",13,Magical Brush,"Attack, Stun",102,None,0,None,0,0,4000,313,No,None,34,Figaro Castle (Engine Room) [WoR],500,No,8,153,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Stun (1/4)",Stun (inflicts 'Slow'),40,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Death Doom, Silence, Berserk, Confusion, Sleep",None,N/A,"Petrify, Critical, Image, Sap, Slow, Stop",None,1,0,0
Tentacle,"Lightning, Water",13,Magical Brush,"Attack, Stun",102,None,0,None,0,0,5000,311,No,None,33,Figaro Castle (Engine Room) [WoR],600,No,8,153,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Stun (1/4)",Stun (inflicts 'Slow'),35,"Zombie, MagiTek, Invisible, Imp, Death, Doom, Critical Berserk, Confusion, Sap, Stop",None,N/A,"Darkness, Poison, Petrify, Image, Silence, Sleep, Slow",None,1,0,0
Test Rider,None,27,Trident,"Attack, Golden Lance, Flash Rain",135,Heavy Lance (1/8),1947,None,0,520,3100,182,Yes,None,32,Narshe [WoR],220,Yes,10,155,0,"Potion, Potion, Potion, Ice Shield (32/256)",None,Flash Rain,Hard,"Flash Rain (3/4), Golden Lance (1/4)",Golden Lance (300% damage),40,"Imp, Petrify, Death, Doom, Critical, Silence, Confusion",Partisan (1/8),Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Image, Berserk Sap, Sleep, Slow, Stop",Poison,0,0,0
Tiger,Earth,13,Rune Blade,"Attack, Zombie Fang",120,None,0,None,0,0,30000,359,No,None,70,Kefka's Tower (Final Battle; 2nd Tier) [WoR],10000,No,7,153,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Sketch, Control",None,Can't Run Away,"Attack (3/4), Zombie Fang (1/4)",Zombie Fang (inflicts 'Zombie'),21,"Darkness, Zombie, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Silence, Berserk, Confusion, Sleep, Slow Stop",Elixir (7/8),N/A,"Poison, Image, Sap",Ice,1,0,0
Pugs,Water,5,Dagger,Attack,100,Minerva Bustier (1/8),0,None,150,0,14001,321,Yes,None,99,Yeti's Cave (Monster-in-a-Box) [WoR],11000,No,1,150,0,"Reed Cloak, Saucer, Tortoise Shield, Impartisan (32/256)",None,None,Can't Run Away,Attack (Always),Knife (800% damage),70,"Invisible, Petrify, Death, Doom, Critical, Berserk, Confusion Sleep, Stop",Minerva Bustier (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Imp, Image, Silence Sap, Slow",Fire,0,0,0
Pug,Water,13,Kiku-ichimonji,"Attack, Knife, Break",150,Tintinnabulum (1/8),1200,None,50,3333,8000,189,Yes,None,27,Yeti's Cave (Everywhere except Umaro's Room) [WoR],15500,No,10,180,50,"Reed Cloak, Saucer, Tortoise Shield, Impartisan (32/256)",None,Break,Easy,"Break (3/4), Knife (1/4)",Knife (800% damage),35,"Death, Doom, Silence, Berserk, Confusion, Sap, Sleep Slow, Stop",None,N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Critical, Image","Fire, Lightning",0,0,0
Trapper,None,13,Fist,"Attack, Lv. 5 Death, Lv. 3 Confuse, Lv. 4 Flare",180,None,235,None,0,200,555,79,No,Float,19,Magitek Research Facility (Room after Espers; While escaping from Magitek Research Facility),80,No,10,135,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (128/256)",Meteor Strike,Lv.3 Confuse,Easy,"Lv. 3 Confuse (3/4), Lv. 5 Death (1/4)",Program 18 (bestows 'Reflect'),35,"Zombie, Poison, MagiTek, Imp, Petrify, Sap",Auto Crossbow (1/8),N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Water",0,0,0
Trilium,Water,13,Magical Brush,"Attack, Poison Touch",102,None,97,None,0,134,147,18,No,None,9,Mt. Kolts (Slopes) [WoB],100,No,10,170,0,"Remedy, Remedy, Remedy, Remedy (128/256)",Meteor Strike,Bio,Easy,"Attack (3/4), Poison Touch (1/4)",Poison Touch (inflicts 'Poison'),30,Imp,"Potion (7/8), Remedy (1/8)",N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",Fire,0,0,0
TumbleWeed,Water,10,Fist,"Attack, Blinder, Lifeshaver",120,None,2554,None,0,1333,6200,173,No,None,55,North-Eastern Continent (Gras) [WoR],600,No,10,90,0,"Remedy, Remedy, Remedy, Remedy (64/256)",None,Lifeshaver,Easy,"Lifeshaver (3/4), Blinder (1/4)",Blinder (inflicts 'Darkness'),30,"Darkness, Poison, Imp, Silence, Berserk, Confusion, Sleep",Saucer (1/8),N/A,"Zombie, MagiTek, Invisible, Petrify, Death, Doom, Critical Image, Sap, Slow, Stop",Fire,0,0,0
TunnelArmr,None,10,Fist,"Attack, Drill",29,Elixir (Always),0,None,0,250,1300,283,No,None,16,South Figaro Cave (After getting Celes in Locke's Scenario and heading to Narshe),900,No,15,145,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Drill (1/4)",Drill (200% damage),40,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop","Air Knife (7/8), Bioblaster (1/8)",N/A,Nothing,"Lightning, Water",1,0,0
